tconst,titleType,primaryTitle,originalTitle,genres
tt0000365,short,Parada de Bombeiros,Parada de Bombeiros,"Documentary,Short"
tt0000366,short,Uma Parada dos Alunos da Casa Pia de Lisboa,Uma Parada dos Alunos da Casa Pia de Lisboa,"Documentary,Short"
tt0000367,short,Pas de colombine,Pas de colombine,Short
tt0000368,short,Little Red Riding Hood,Le petit chaperon rouge,"Fantasy,Short"
tt0000369,short,A Road for Children's Bicycles in Barcelona,Pista de bicicletas para niños en Barcelona,"Documentary,Short"
tt0000370,short,Scrooge; or Marley's Ghost,Scrooge; or Marley's Ghost,"Drama,Fantasy,Horror"
tt0000371,short,Scène d'amour,Scène d'amour,Short
tt0000372,short,Scène d'ivresse,Scène d'ivresse,Short
tt0000373,short,The Devil's Seven Castles,Les sept châteaux du diable,"Drama,Horror,Short"
tt0000374,short,Tel est pris qui croyait prendre,Tel est pris qui croyait prendre,Short
tt0000375,short,Uma Tourada à Antiga Portuguesa,Uma Tourada à Antiga Portuguesa,"Documentary,Short"
tt0000376,short,A táncz,A táncz,"Documentary,Short"
tt0000377,short,Undressing Extraordinary,Undressing Extraordinary,"Comedy,Fantasy,Short"
tt0000378,short,Les vagues,Les vagues,Short
tt0000379,short,Visita de la escuadra inglesa a Barcelona,Visita de la escuadra inglesa a Barcelona,"Documentary,Short"
tt0000380,short,Sleeping Beauty,La belle au bois dormant,"Drama,Fantasy,Short"
tt0000381,short,Buffalo Bill's Wild West Show,Buffalo Bill's Wild West Show,"News,Short"
tt0000382,short,Carnaval en las ramblas,Carnaval en las ramblas,"Documentary,Short"
tt0000383,short,Carreras de caballos en el hipódromo de Barcelona,Carreras de caballos en el hipódromo de Barcelona,"Documentary,Short"
tt0000384,short,Miss Dundee and Her Performing Dogs,Les chiens savants,"Documentary,Short"
tt0000385,short,Les clowns,Les clowns,"Comedy,Short"
tt0000386,short,La cour des miracles,La cour des miracles,"Comedy,Short"
tt0000387,short,The Coronation of King Edward VII,The Coronation of Edward VII,"History,Short"
tt0000388,short,Danse excentrique,Danse excentrique,"Music,Short"
tt0000389,short,Danse fantaisiste,Danse fantaisiste,Short
tt0000390,short,Danse mauresque,Danse mauresque,Short
tt0000391,short,La dent récalcitrante,La dent récalcitrante,"Comedy,Short"
tt0000392,short,The Enchanted Cup,The Enchanted Cup,"Fantasy,Short"
tt0000393,short,En faction,En faction,"Comedy,Short"
tt0000394,short,Farces de cuisinière,Farces de cuisinière,"Comedy,Short"
tt0000395,short,La fiole enchantée,La fiole enchantée,Short
tt0000396,short,Fruits de saison,Fruits de saison,Short
tt0000397,short,La gavotte,La gavotte,Short
tt0000398,short,La gigue,La gigue,Short
tt0000399,short,Jack and the Beanstalk,Jack and the Beanstalk,"Fantasy,Short"
tt0000400,short,Le lion savant,Le lion savant,"Comedy,Short"
tt0000401,short,Le marchand de ballons,Le marchand de ballons,"Comedy,Short"
tt0000402,short,Mother Goose Nursery Rhymes,Mother Goose Nursery Rhymes,"Comedy,Short"
tt0000403,short,Le pommier,Le pommier,Short
tt0000404,short,Pour secouer la salade,Pour secouer la salade,Short
tt0000405,short,La première gamelle,La première gamelle,"Comedy,Short"
tt0000406,short,The Prince of Darkness,The Prince of Darkness,"Horror,Short"
tt0000407,short,Procesión de las hijas de María de la parroquia de Sans,Procesión de las hijas de María de la parroquia de Sans,"Documentary,Short"
tt0000408,short,Quadrille réaliste,Quadrille réaliste,Short
tt0000409,short,Midwife to the Upper Classes,Sage-femme de première classe,"Comedy,Short"
tt0000410,short,Demolishing and Building Up the Star Theatre,Demolishing and Building Up the Star Theatre,"Documentary,Short"
tt0000411,short,Trompé mais content,Trompé mais content,"Comedy,Short"
tt0000412,short,The Troublesome Fly,The Troublesome Fly,"Comedy,Horror,Short"
tt0000413,short,The Devil's Money Bags,Les trésors de satan,"Comedy,Fantasy,Horror"
tt0000414,short,Uncle Josh at the Moving Picture Show,Uncle Josh at the Moving Picture Show,"Comedy,Short"
tt0000415,short,A Peculiar Cabinet,Une scène en cabinet particulier vue à travers le trou de la serrure,Short
tt0000416,short,Alcohol and Its Victims,Les victimes de l'alcoolisme,"Drama,Short"
tt0000417,short,A Trip to the Moon,Le voyage dans la lune,"Action,Adventure,Comedy"
tt0000418,short,The Wild Man of Borneo,The Wild Man of Borneo,"Drama,Short"
tt0000419,short,L'équilibriste,L'équilibriste,Short
tt0000420,short,Alice in Wonderland,Alice in Wonderland,"Family,Fantasy,Short"
tt0000421,short,Les apaches pas veinards,Les apaches pas veinards,Short
tt0000422,short,Les aventures d'un voyageur trop pressé,Les aventures d'un voyageur trop pressé,Short
tt0000423,short,The Enchanted Box,La boîte à malice,"Fantasy,Short"
tt0000424,short,Les braconniers,Les braconniers,Short
tt0000425,short,Buffalo Bill's Parade,Buffalo Bill's Parade,"Documentary,Short"
tt0000426,short,Buffalo Bill's Street Parade,Buffalo Bill's Street Parade,"Documentary,Short"
tt0000427,short,Cake-walk de la pendule,Cake-walk de la pendule,Short
tt0000428,short,Carreras de bicicletas en el parque,Carreras de bicicletas en el parque,"Documentary,Short"
tt0000429,short,La chasse au cambrioleur,La chasse au cambrioleur,Short
tt0000430,short,A Chess Dispute,A Chess Dispute,"Comedy,Short"
tt0000431,short,Comme on fait son lit on se couche,Comme on fait son lit on se couche,Short
tt0000432,short,How Monsieur Takes His Bath,Comment monsieur prend son bain,"Comedy,Short"
tt0000433,short,Compagnons de voyage encombrants,Compagnons de voyage encombrants,Short
tt0000434,short,Dorothy's Dream,Dorothy's Dream,"Fantasy,Short"
tt0000435,short,Enlèvement en automobile et mariage précipité,Enlèvement en automobile et mariage précipité,Short
tt0000436,short,An Extraordinary Cab Accident,An Extraordinary Cab Accident,"Comedy,Short"
tt0000437,short,Faust and Mephistopheles,Faust et Méphistophélès,"Drama,Horror,Short"
tt0000438,short,Le fiancé ensorcelé,Le fiancé ensorcelé,Short
tt0000439,short,The Great Train Robbery,The Great Train Robbery,"Action,Adventure,Crime"
tt0000440,short,La guirlande merveilleuse,La guirlande merveilleuse,"Fantasy,Short"
tt0000441,short,Gulliver en el país de los gigantes,Gulliver en el país de los gigantes,Short
tt0000442,short,Capital Execution,Henrettelsen,"Drama,Short"
tt0000443,short,Hiawatha,"Hiawatha, the Messiah of the Ojibway","Adventure,Drama,Short"
tt0000444,short,Illusionniste renversant,Illusionniste renversant,Short
tt0000445,short,Jocko musicien,Jocko musicien,Short
tt0000446,short,Kit Carson,Kit Carson,"Short,Western"
tt0000447,short,Life of an American Fireman,Life of an American Fireman,"Action,Short"
tt0000448,short,Le liqueur du couvent,Le liqueur du couvent,Short
tt0000449,short,Lutteurs américains,Lutteurs américains,Short
tt0000450,short,La main du professeur Hamilton ou le roi des dollars,La main du professeur Hamilton ou le roi des dollars,Short
tt0000451,short,Mary Jane's Mishap,Mary Jane's Mishap,"Comedy,Short"
tt0000452,short,The Messenger Boy's Mistake,The Messenger Boy's Mistake,"Comedy,Romance,Short"
tt0000453,short,Modelage express,Modelage express,Short
tt0000454,short,La mouche,La mouche,Short
tt0000455,short,The Music Lover,Le mélomane,"Comedy,Music,Short"
tt0000456,short,N.Y. Fire Department Returning,N.Y. Fire Department Returning,"Documentary,Short"
tt0000457,short,Ne bougeons plus,Ne bougeons plus,Short
tt0000458,short,Nos bons étudiants,Nos bons étudiants,Short
tt0000459,short,"Panorama of Riker's Island, N.Y.","Panorama of Riker's Island, N.Y.","Documentary,Short"
tt0000460,short,The Pioneers,The Pioneers,"Short,Western"
tt0000461,short,Potage indigeste,Potage indigeste,Short
tt0000462,short,La poule fantaisiste,La poule fantaisiste,Short
tt0000463,short,Puerto de Barcelona,Puerto de Barcelona,"Documentary,Short"
tt0000464,short,Rip Van Winkle,Rip Van Winkle,"Comedy,Short"
tt0000465,short,The Kingdom of the Fairies,Le royaume des fées,"Adventure,Fantasy,Short"
tt0000466,short,Répétition dans un cirque,Répétition dans un cirque,Short
tt0000467,short,Secours aux naufragés,Secours aux naufragés,Short
tt0000468,short,Service précipité,Service précipité,Short
tt0000469,short,The Sick Kitten,The Sick Kitten,"Comedy,Family,Short"
tt0000470,short,Les surprises de l'affichage,Les surprises de l'affichage,Short
tt0000471,short,Uncle Tom's Cabin,Uncle Tom's Cabin,"Drama,Short"
tt0000472,short,Uncle Tom's Cabin,Uncle Tom's Cabin,"Drama,Short"
tt0000473,short,La valise enchantée,La valise enchantée,Short
tt0000474,short,Le voleur sacrilège,Le voleur sacrilège,Short
tt0000475,short,Voyage of the 'Arctic',The Adventurous Voyage of 'The Arctic',"Drama,Short"
tt0000476,short,Après la fête,Après la fête,Short
tt0000477,short,L'assassinat du courrier de Lyon,L'assassinat du courrier de Lyon,"Drama,Short"
tt0000478,short,Behind the Scenes,Behind the Scenes,"Comedy,Short"
tt0000479,short,Rum vs. Cherries,Buy Your Own Cherries,"Drama,Short"
tt0000480,short,Le coffre enchanté,Le coffre enchanté,"Fantasy,Short"
tt0000481,short,A Collier's Life,A Collier's Life,Short
tt0000482,short,Comment on disperse les foules,Comment on disperse les foules,"Comedy,Short"
tt0000483,short,Les deux rivaux,Les deux rivaux,"Comedy,Short"
tt0000484,short,Les enfants du miracle,Les enfants du miracle,Short
tt0000485,short,La gavotte de la reine,La gavotte de la reine,Short
tt0000486,short,A Gentleman of France,A Gentleman of France,"Drama,Short"
tt0000487,short,The Great Train Robbery,The Great Train Robbery,"Drama,Short,Western"
tt0000488,short,The Land Beyond the Sunset,The Land Beyond the Sunset,"Drama,Fantasy,Short"
tt0000489,short,La leçon de pipeau,La leçon de pipeau,Short
tt0000490,short,L'oiseau envolé,L'oiseau envolé,Short
tt0000491,short,Opening the Williamsburg Bridge,Opening the Williamsburg Bridge,"News,Short"
tt0000492,short,Personal,Personal,"Comedy,Short"
tt0000493,short,"Pierrot, Murderer",Pierrot assassin,Short
tt0000494,short,Le pompon malencontreux,Le pompon malencontreux,Short
tt0000495,short,The Pearl Fisher,Le pêcheur de perles,"Fantasy,Short"
tt0000496,short,Railroad Smashup,Railroad Smashup,"Action,Short"
tt0000497,short,A Railway Tragedy,A Railway Tragedy,"Crime,Short"
tt0000498,short,Rescued by Rover,Rescued by Rover,"Crime,Drama,Family"
tt0000499,short,An Impossible Voyage,Le voyage à travers l'impossible,"Action,Adventure,Family"
tt0000500,short,The Abductors,The Abductors,"Drama,Short"
tt0000501,short,Adventures of Sherlock Holmes,Adventures of Sherlock Holmes,"Crime,Drama,Mystery"
tt0000502,movie,Bohemios,Bohemios,\N
tt0000503,short,"Corrida de beneficencia en Zaragoza, por Quinito y Montes","Corrida de beneficencia en Zaragoza, por Quinito y Montes","Documentary,Short"
tt0000504,short,Coso y Paseo de Santa Engracia (Calles y plazas de Zaragoza),Coso y Paseo de Santa Engracia (Calles y plazas de Zaragoza),"Documentary,Short"
tt0000505,short,The Wig Chase,La course à la perruque,"Comedy,Short"
tt0000506,short,The Effects of Too Much Scotch,"D.T.'s, or the Effect of Drink","Drama,Short"
tt0000507,short,Departure of Peary and the Roosevelt from New York,Departure of Peary and the Roosevelt from New York,"News,Short"
tt0000508,short,Desde el coso a la calle Cerdán (Calles y plazas de Zaragoza),Desde el coso a la calle Cerdán (Calles y plazas de Zaragoza),"Documentary,Short"
tt0000509,short,The Inexperienced Chauffeur,Les débuts d'un chauffeur,"Comedy,Short"
tt0000510,short,El dúo de la Africana,El dúo de la Africana,Short
tt0000511,short,Esmeralda,Esmeralda,"Drama,Short"
tt0000512,short,Funeral of Hiram Cronk,Funeral of Hiram Cronk,"Documentary,News,Short"
tt0000513,short,Gigantes y cabezudos,Gigantes y cabezudos,"Documentary,Short"
tt0000514,short,Los guapos de la Vaquería del Parque,Los guapos de la Vaquería del Parque,"Comedy,Short"
tt0000515,short,Los guapos del parque,Los guapos del parque,"Comedy,Short"
tt0000516,short,The Electric Hotel,El hotel eléctrico,"Animation,Fantasy,Sci-Fi"
tt0000517,short,El húsar de la guardia,El húsar de la guardia,Short
tt0000518,short,Juanito el forzudo,Juanito el forzudo,Short
tt0000519,short,The Kleptomaniac,The Kleptomaniac,"Crime,Drama,Short"
tt0000520,short,The Life of Charles Peace,The Life of Charles Peace,"Biography,Crime,Short"
tt0000521,short,The Little Train Robbery,The Little Train Robbery,"Action,Crime,Drama"
tt0000522,short,The Moonshiners,The Moonshiners,"Action,Drama,Short"
tt0000523,short,Moose Hunting in Newfoundland,Moose Hunting in Newfoundland,"Documentary,Short"
tt0000524,short,New York Subway,New York Subway,"Documentary,Short"
tt0000525,short,Hanging at Jefferson City,Pendaison à Jefferson City,"Short,Western"
tt0000526,short,Pennsylvania Tunnel Excavation,Pennsylvania Tunnel Excavation,"Documentary,Short"
tt0000527,short,Plaza de la Magdalena (Calles y plazas de Zaragoza),Plaza de la Magdalena (Calles y plazas de Zaragoza),"Documentary,Short"
tt0000528,short,"Raffles, the Amateur Cracksman","Raffles, the Amateur Cracksman","Adventure,Romance,Short"
tt0000529,short,Reuben in the Opium Joint,Reuben in the Opium Joint,"Comedy,Short"
tt0000530,short,Se da de comer,Se da de comer,"Comedy,Short"
tt0000531,short,Los sitios de Chile,Los sitios de Chile,"Drama,Short,War"
tt0000532,short,Torrero y la ribera (Calles y plazas de Zaragoza),Torrero y la ribera (Calles y plazas de Zaragoza),"Documentary,Short"
tt0000533,short,The Wooing and Wedding of a Coon,The Wooing and Wedding of a Coon,"Comedy,Short"
tt0000534,short,The '?' Motorist,The '?' Motorist,"Comedy,Fantasy,Sci-Fi"
tt0000535,short,The Anarchist's Mother-in-Law,Anarkistens svigermor,"Comedy,Short"
tt0000536,short,Apachentanz,Apachentanz,Short
tt0000537,short,"Arrival of Immigrants, Ellis Island","Arrival of Immigrants, Ellis Island","Documentary,Short"
tt0000538,short,"Bilbao, Portugalete y los Altos Hornos","Bilbao, Portugalete y los Altos Hornos","Documentary,Short"
tt0000539,short,Bonden i København,Bonden i København,Short
tt0000540,short,Branden i Frihavnen,Branden i Frihavnen,Short
tt0000541,short,Caros død,Caros død,Short
tt0000542,short,Cerveza gratis,Cerveza gratis,"Comedy,Short"
tt0000543,short,Kong Christian d. IXs Bisættelse,Kong Christian d. IXs Bisættelse,"Documentary,Short"
tt0000544,short,The Dancer's Dream,The Dancer's Dream,Short
tt0000545,short,Dream of a Racetrack Fiend,Dream of a Racetrack Fiend,"Comedy,Short"
tt0000546,short,Dream of a Rarebit Fiend,Dream of a Rarebit Fiend,"Comedy,Fantasy,Short"
tt0000547,short,Ferias en San Sebastián y Cabalgata en la Ría,Ferias en San Sebastián y Cabalgata en la Ría,"Documentary,Short"
tt0000548,short,Fiskerliv i Norden,Fiskerliv i Norden,Short
tt0000549,short,En foræring til min Kone,En foræring til min Kone,Short
tt0000550,short,Proklamationen af Kong Frederik d. VIII,Proklamationen af Kong Frederik d. VIII,"News,Short"
tt0000551,short,Fæstningskrigen,Fæstningskrigen,Short
tt0000552,short,The Hand of the Artist,The Hand of the Artist,"Animation,Short"
tt0000553,short,The Haunted Hotel,The Haunted Hotel,"Animation,Comedy,Fantasy"
tt0000554,short,Humorous Phases of Funny Faces,Humorous Phases of Funny Faces,"Animation,Comedy,Family"
tt0000555,short,Den hvide slavinde,Den hvide slavinde,Short
tt0000556,short,Hævnet,Hævnet,"Romance,Short"
tt0000557,short,Kathleen Mavourneen,Kathleen Mavourneen,"Drama,Romance,Short"
tt0000558,short,Los kikos,Los kikos,"Documentary,Short"
tt0000559,short,Konfirmanden,Konfirmanden,Short
tt0000560,short,Ladrones burlados,Ladrones burlados,Short
tt0000561,short,The Life of a Cowboy,The Life of a Cowboy,"Short,Western"
tt0000562,short,Os Lusíadas,Os Lusíadas,Short
tt0000563,short,Mellem Aber og Bjørne,Mellem Aber og Bjørne,Short
tt0000564,short,A Modern Oliver Twist,A Modern Oliver Twist,"Drama,Short"
tt0000565,short,The Night Before Christmas,The Night Before Christmas,"Animation,Family,Fantasy"
tt0000566,short,Professorens Morgenavis,Professorens Morgenavis,Short
tt0000567,short,The 400 Tricks of the Devil,Les Quatre Cents Farces du diable,"Fantasy,Horror,Short"
tt0000568,short,Rosenborg Have,Rosenborg Have,Short
tt0000569,short,Røverhøvdingens Flugt og Død,Røverhøvdingens Flugt og Død,"Drama,Short"
tt0000570,short,San Francisco Disaster,San Francisco Disaster,"Documentary,Short"
tt0000571,short,The San Francisco Earthquake,The San Francisco Earthquake,"Documentary,History,Short"
tt0000572,short,Secreto de confesión,Secreto de confesión,Short
tt0000573,short,Den sorte maske,Den sorte maske,Short
tt0000574,movie,The Story of the Kelly Gang,The Story of the Kelly Gang,"Action,Adventure,Biography"
tt0000575,short,"20,000 Leagues Under the Sea",20000 lieues sous les mers,"Adventure,Fantasy,Sci-Fi"
tt0000576,short,Ali Baba and the Forty Thieves,Ali Baba et les quarante voleurs,"Drama,Fantasy,Short"
tt0000577,short,"Angelo, Tyrant of Padua","Angelo, Tyran fra Padua","Drama,Short"
tt0000578,short,"An Awful Skate; or, the Hobo on Rollers","An Awful Skate; or, The Hobo on Rollers","Comedy,Family,Short"
tt0000579,short,The Bandit Makes Good,The Bandit Makes Good,"Short,Western"
tt0000580,short,A Batalha das Flores no Campo Grande,A Batalha das Flores no Campo Grande,"Documentary,Short"
tt0000581,short,Bauernhaus und Grafenschloß,Bauernhaus und Grafenschloß,Short
tt0000582,short,Ben Hur,Ben Hur,"Drama,Short"
tt0000583,short,The Lady with the Camellias,Kameliadamen,"Drama,Romance,Short"
